host_t_us,sensor_t_us,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
1785712344951454,395980859,-0.2616194486618042,-0.05661551281809807,0.28532105684280396,0.920295238494873,0.44856515526771545,5.756411552429199,8.498600006103516,-3.110008955001831,0.8936334848403931,-1.3396079540252686
1785712344952766,395997526,-0.26175135374069214,-0.05654410645365715,0.28507646918296814,0.9203380346298218,0.4890943169593811,5.702706813812256,8.450661659240723,-5.19529390335083,0.7999423742294312,-0.5803838968276978
1785712345014025,396014193,-0.2618558704853058,-0.05661232769489288,0.28504815697669983,0.9203128814697266,0.4446563124656677,5.637288570404053,8.457637786865234,-3.4322681427001953,1.2718818187713623,-0.8350763916969299
1785712345014321,396030860,-0.2618730664253235,-0.05676398426294327,0.28513631224632263,0.9202712178230286,0.4762001633644104,5.698757648468018,8.442343711853027,-2.4792580604553223,1.419808030128479,-1.4689394235610962
1785712345015561,396047527,-0.2619004547595978,-0.056922461837530136,0.28525254130363464,0.9202175736427307,0.46322834491729736,5.788568019866943,8.502409934997559,-2.2688498497009277,1.4421806335449219,-1.376042366027832
1785712345015828,396064194,-0.2619640827178955,-0.05697791650891304,0.2852582335472107,0.9201942086219788,0.45731082558631897,5.762974262237549,8.426362037658691,-3.2280964851379395,1.0476042032241821,-1.043422818183899
1785712345039818,396080861,-0.26200494170188904,-0.05698595568537712,0.28524041175842285,0.9201876521110535,0.43448108434677124,5.748486518859863,8.468367576599121,-3.486375331878662,0.7382668852806091,-1.1446059942245483
1785712345070785,396097528,-0.26202669739723206,-0.05693916603922844,0.28513360023498535,0.9202175736427307,0.44795525074005127,5.73761510848999,8.45843505859375,-4.2122650146484375,0.5037698149681091,-1.2565462589263916
1785712345072305,396114195,-0.26208314299583435,-0.056883443146944046,0.28508707880973816,0.9202193021774292,0.4542771279811859,5.747579097747803,8.480597496032715,-3.806124687194824,0.41301125288009644,-0.9512174129486084
1785712345099941,396130862,-0.2621610760688782,-0.0567934513092041,0.28491508960723877,0.9202558994293213,0.49362754821777344,5.679707050323486,8.47757339477539,-4.738528251647949,0.4483310580253601,-0.8611501455307007
