host_t_us,sensor_t_us,qw,qx,qy,qz,ax,ay,az,gx,gy,gz
1781545723011765,676345888,0.17039364576339722,-0.013704287819564342,-0.060452431440353394,0.9834255576133728,-0.00018899235874414444,-1.3733999729156494,9.742687225341797,20.56451416015625,9.969029426574707,-11.502753257751465
1781545723013518,676362555,0.1725940704345703,-0.01615077815949917,-0.057791054248809814,0.9831646084785461,0.34464502334594727,-1.7151566743850708,10.173211097717285,11.819777488708496,21.478778839111328,-14.993233680725098
1781545723042928,676379222,0.1749274879693985,-0.016659894958138466,-0.054249510169029236,0.9829455018043518,1.0909751653671265,-1.3910714387893677,12.027835845947266,20.103008270263672,9.476129531860352,-16.51279640197754
1781545723074615,676395889,0.17541353404521942,-0.013679653406143188,-0.04740966856479645,0.9832585453987122,0.1658080816268921,-1.4404313564300537,11.416752815246582,46.57646560668945,-10.881401062011719,-4.319552898406982
1781545723075036,676412556,0.1763337254524231,-0.012317684479057789,-0.03978266194462776,0.9834501147270203,0.37144291400909424,-0.9626292586326599,10.549483299255371,49.949134826660156,1.1598238945007324,-6.800628662109375
1781545723101759,676429223,0.17815153300762177,-0.010519745759665966,-0.032654136419296265,0.9834058880805969,0.30020466446876526,-0.7724453806877136,9.552555084228516,47.11849594116211,-2.126217842102051,-13.319880485534668
1781545723103015,676445890,0.18074074387550354,-0.009036793373525143,-0.0267831701785326,0.9831256866455078,0.15328264236450195,-0.53960120677948,9.149333000183105,38.23262405395508,-1.346609115600586,-18.84933853149414
1781545723132099,676462557,0.1834448128938675,-0.008350741118192673,-0.0224111657589674,0.9827402830123901,-0.1486029177904129,-0.3347630202770233,8.951325416564941,27.096712112426758,2.203693389892578,-19.705120086669922
1781545723133777,676479224,0.18620698153972626,-0.009287044405937195,-0.019686268642544746,0.9822704792022705,-0.21399232745170593,-0.12960167229175568,8.980079650878906,13.91061782836914,11.098926544189453,-20.04731559753418
1781545723163708,676495891,0.1891009360551834,-0.011531658470630646,-0.01867556758224964,0.9817134737968445,-0.2695947289466858,-0.01011249702423811,9.070441246032715,0.6532087922096252,17.760360717773438,-20.98307991027832
1781545723165209,676512558,0.19244125485420227,-0.01572098396718502,-0.019458360970020294,0.9809905886650085,-0.5738294124603271,-0.11119706928730011,9.470595359802246,-13.968897819519043,28.62265396118164,-24.107934951782227
1781545723193005,676529225,0.19607894122600555,-0.019396185874938965,-0.020398637279868126,0.9801850318908691,-0.11414365470409393,-0.18482209742069244,10.20632266998291,-14.331226348876953,24.9913330078125,-26.30733871459961
1781545723222030,676545892,0.20037946105003357,-0.021563341841101646,-0.02155289612710476,0.9792450070381165,-0.3582402169704437,-0.4903174936771393,10.574586868286133,-13.67357063293457,14.650386810302734,-31.196069717407227
1781545723223154,676562559,0.2053610384464264,-0.023118847981095314,-0.022623494267463684,0.9781526923179626,-0.24430225789546967,-0.5567911863327026,10.81215763092041,-12.19011116027832,10.769027709960938,-36.06866455078125
1781545723251622,676579226,0.21043632924556732,-0.02383933588862419,-0.023112470284104347,0.9770446419715881,0.00793727021664381,-0.5742484927177429,10.70659065246582,-7.088529586791992,5.990540027618408,-36.75947189331055
1781545723253180,676595893,0.21514078974723816,-0.02458392269909382,-0.023197291418910027,0.9759989976882935,-0.305581271648407,-0.5048161745071411,10.129281997680664,-4.460611343383789,6.668582916259766,-34.107540130615234
1781545723281880,676612560,0.21941085159778595,-0.025237688794732094,-0.02336185611784458,0.9750272631645203,-0.42368608713150024,-0.3874097466468811,9.722079277038574,-4.923802375793457,5.858099460601807,-31.111726760864258
1781545723285031,676629227,0.22330056130886078,-0.025823531672358513,-0.02396010234951973,0.974113941192627,-0.30029696226119995,-0.29989752173423767,9.560004234313965,-7.7874250411987305,4.674953460693359,-28.559825897216797
1781545723314090,676645894,0.22665905952453613,-0.025603005662560463,-0.025044383481144905,0.9733165502548218,-0.6042028069496155,-0.2743600308895111,9.519155502319336,-9.88200855255127,-1.5810506343841553,-25.04294776916504
1781545723315167,676662561,0.22990326583385468,-0.024627290666103363,-0.02709590643644333,0.9725254774093628,-0.6172691583633423,-0.37179917097091675,9.595439910888672,-15.199467658996582,-8.165840148925781,-24.569826126098633
1781545723341865,676679228,0.23322780430316925,-0.02404855750501156,-0.029743678867816925,0.9716706275939941,-0.5406522750854492,-0.4936504364013672,9.950418472290039,-19.814468383789062,-6.431373119354248,-25.230831146240234
1781545723371638,676695895,0.2362758219242096,-0.02404485084116459,-0.032316483557224274,0.9708519577980042,-0.28250521421432495,-0.5892828106880188,10.249360084533691,-20.275667190551758,-2.5348715782165527,-23.196613311767578
1781545723373933,676712562,0.2388603389263153,-0.024002475664019585,-0.03436148911714554,0.9701499938964844,0.006333649158477783,-0.6439852714538574,10.421993255615234,-16.74199676513672,-2.058689594268799,-19.833110809326172
